Indicadores municipales de sostenibilidad: Mujeres paradas de larga duración registradas en Lanbide (% mujeres de 16 a 64 años);;;;;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;;;;
20045;Irun;4,73;4,94;5,61;6,32;5,06;5,77;6,26;6,58;7,68;7,93;7,89;7,20;6,28;6,07;5,26;4,66;4,41
20046;Irura;2,96;3,83;4,52;4,42;3,74;5,23;5,98;5,81;5,79;7,34;5,88;6,02;5,58;3,91;2,91;3,28;2,06
01027;Iruraiz-Gauna;0,56;1,08;0,54;1,11;0,00;1,71;2,87;1,15;1,17;1,82;1,22;1,23;0,60;0,00;0,00;0,00;0,00
01901;Iruña Oka/Iruña de Oca;3,64;3,40;4,50;4,64;2,99;4,98;5,21;5,41;6,21;7,09;8,01;6,48;4,94;3,54;2,14;1,47;1,75
48049;Ispaster;0,94;1,88;0,94;3,23;1,43;0,47;1,99;0,50;1,50;2,02;0,96;1,41;2,35;1,49;1,53;0,00;0,58
20047;Itsasondo;1,87;3,96;3,47;3,06;2,35;3,43;2,88;3,32;4,23;5,21;4,64;4,08;6,03;3,06;1,50;0,52;1,15
48910;Iurreta;3,49;3,77;3,86;4,72;4,11;5,36;5,73;5,99;6,10;6,88;7,29;6,05;4,33;4,06;3,12;1,71;1,75
48050;Izurtza;3,45;3,51;3,51;3,39;6,15;5,88;4,29;4,00;4,41;3,90;2,63;4,00;3,90;2,56;3,85;2,50;0,00
48022;Karrantza Harana/Valle de Carranza;4,36;5,11;5,73;6,74;6,62;7,23;7,66;7,61;6,92;5,76;6,92;5,60;3,65;2,42;2,31;1,56;1,58
48907;Kortezubi;2,74;2,24;2,24;1,49;1,54;1,60;2,36;1,65;3,12;3,73;4,44;2,29;2,36;1,60;0,78;0,00;0,00
01019;Kripan;0,00;0,00;0,00;3,57;0,00;0,00;1,92;0,00;0,00;1,85;1,82;0,00;0,00;0,00;0,00;0,00;0,00
01020;Kuartango;5,32;1,90;1,90;4,08;4,08;5,26;6,32;3,16;4,12;5,21;3,23;1,10;0,00;2,20;2,17;0,00;1,11
